lightSalmon
darkSalmon
lightCoral
salmon
crimson
red
fireBrick
darkRed
lightSalmon
coral
tomato
orange
darkOrange
orangeRed
lightYellow
lemonChiffon
lightGoldenrodYellow
papayawhip
moccasin
peachPuff
paleGoldenrod
khaki
darkKhaki
gold
paleGreen
lightGreen
mediumAquamarine
greenYellow
darkSeaGreen
yellowGreen
mediumSpringGreen
chartreuse
springGreen
lightSeaGreen
lawnGreen
mediumSeaGreen
limeGreen
oliveDrab
darkCyan
seaGreen
olive
teal
lime
darkOliveGreen
forestGreen
green
darkGreen
lightCyan
paleTurquoise
powderBlue
lightBlue
aquamarine
lightSteelBlue
lightSkyBlue
skyBlue
aqua
cyan
turquoise
cornflowerBlue
mediumTurquoise
mediumSlateBlue
deepSkyBlue
dodgerBlue
darkTurquoise
cadetBlue
royalBlue
steelBlue
blue
mediumBlue
midnightBlue
darkBlue
navy
lavender
thistle
violet
plum
orchid
fuchsia
magenta
mediumOrchid
mediumPurple
mediumSlateBlue
blueViolet
darkOrchid
slateBlue
darkViolet
darkMagenta
darkSlateBlue
purple
indigo
pink
lightPink
hotPink
paleVioletRed
deepPink
mediumVioletRed
cornSilk
blanchedAlmond
bisque
navajoWhite
wheat
burlyWood
tan
sandyBrown
rosyBrown
goldenrod
peru
chocolate
darkGoldenrod
sienna
brown
saddleBrown
maroon
white
snow
ghostWhite
azure
ivory
mintCream
floralWhite
aliceBlue
lavenderBlush
seashell
honeydew
whiteSmoke
oldLace
linen
beige
mistyRose
antiqueWhite
gainsboro
lightGray
silver
darkGray
lightSlateGray
gray
slateGray
dimGray
darkSlateGray
black
